id,section_id,description,complexity,theme_id,explanation,source,theme_name
27436,1,"[IMAGE: /get_file?id=113139]  В па­рал­ле­ло­грам­ме  ABCD   AB   =  3,  AD   =  21,  [IMAGE:  синус A= дробь: чис­ли­тель: 6, зна­ме­на­тель: 7 конец дроби . ]  Най­ди­те боль­шую вы­со­ту па­рал­ле­ло­грам­ма.",1,4,не выполнено ранее,content,Параллелограммы
27439,1,[IMAGE: /get_file?id=138327] Ос­но­ва­ния рав­но­бед­рен­ной тра­пе­ции равны 51 и 65. Бо­ко­вые сто­ро­ны равны 25. Най­ди­те синус остро­го угла тра­пе­ции.,1,5,не выполнено ранее,content,Трапеция
27440,1,"[IMAGE: /get_file?id=138327] Ос­но­ва­ния рав­но­бед­рен­ной тра­пе­ции равны 43 и 73. Ко­си­нус остро­го угла тра­пе­ции равен  [IMAGE:  дробь: чис­ли­тель: 5, зна­ме­на­тель: 7 конец дроби . ]  Най­ди­те бо­ко­вую сто­ро­ну.",1,5,не выполнено ранее,content,Трапеция
27441,1,"[IMAGE: /get_file?id=138327] Боль­шее ос­но­ва­ние рав­но­бед­рен­ной тра­пе­ции равно 34. Бо­ко­вая сто­ро­на равна 14. Синус остро­го угла равен  [IMAGE:  дробь: чис­ли­тель: 2 ко­рень из: на­ча­ло ар­гу­мен­та: 10 конец ар­гу­мен­та , зна­ме­на­тель: 7 конец дроби . ]  Най­ди­те мень­шее ос­но­ва­ние.",1,5,не выполнено ранее,content,Трапеция
27442,1,"[IMAGE: /get_file?id=138327] Ос­но­ва­ния рав­но­бед­рен­ной тра­пе­ции равны 7 и 51. Тан­генс остро­го угла равен  [IMAGE:  дробь: чис­ли­тель: 5, зна­ме­на­тель: 11 конец дроби . ]  Най­ди­те вы­со­ту тра­пе­ции.",1,5,не выполнено ранее,content,Трапеция
27443,1,"[IMAGE: /get_file?id=138327] Мень­шее ос­но­ва­ние рав­но­бед­рен­ной тра­пе­ции равно 23. Вы­со­та тра­пе­ции равна 39. Тан­генс остро­го угла равен  [IMAGE:  дробь: чис­ли­тель: 13, зна­ме­на­тель: 8 конец дроби . ]  Най­ди­те боль­шее ос­но­ва­ние.",1,5,не выполнено ранее,content,Трапеция
27465,6,Най­ди­те ко­рень урав­не­ния  [IMAGE:  ко­рень из: на­ча­ло ар­гу­мен­та: 3x минус 8 конец ар­гу­мен­та =5.],1,27,не выполнено ранее,content,Иррациональные уравнения
27487,8,"[IMAGE: /get_file?id=180804]  На ри­сун­ке изоб­ра­жен гра­фик функ­ции  y  =  f ( x ), опре­де­лен­ной на ин­тер­ва­ле (−6; 8). Опре­де­ли­те ко­ли­че­ство целых точек, в ко­то­рых про­из­вод­ная функ­ции по­ло­жи­тель­на.",1,44,не выполнено ранее,content,Применение производной к исследованию функций
27489,8,"[IMAGE: /get_file?id=109603]  На ри­сун­ке изоб­ра­жен гра­фик функ­ции  y  =  f ( x ), опре­де­лен­ной на ин­тер­ва­ле (−5; 5). Най­ди­те ко­ли­че­ство точек, в ко­то­рых ка­са­тель­ная к гра­фи­ку функ­ции па­рал­лель­на пря­мой  y   =  6 или сов­па­да­ет с ней.",1,43,не выполнено ранее,content,"Геометрический смысл производной, касательная"
27490,8,"[IMAGE: /get_file?id=110254]  На ри­сун­ке изоб­ра­жен гра­фик функ­ции  y   =   f ( x ), опре­де­лен­ной на ин­тер­ва­ле (−2; 12). Най­ди­те сумму точек экс­тре­му­ма функ­ции  f ( x ).",1,44,не выполнено ранее,content,Применение производной к исследованию функций
27491,8,"[IMAGE: /get_file?id=110263]  На ри­сун­ке изоб­ражён гра­фик  [IMAGE: y=f' левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка ]   — про­из­вод­ной функ­ции  [IMAGE: f левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка ,]  опре­де­лен­ной на ин­тер­ва­ле (−8; 3). В какой точке от­рез­ка [−3; 2] функ­ция  [IMAGE: f левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка ]  при­ни­ма­ет наи­боль­шее зна­че­ние?",1,44,не выполнено ранее,content,Применение производной к исследованию функций
27492,8,"[IMAGE: /get_file?id=110402]  На ри­сун­ке изоб­ра­жен гра­фик про­из­вод­ной функ­ции  f ( x ), опре­де­лен­ной на ин­тер­ва­ле (−8; 4). В какой точке от­рез­ка [−7; −3]  f ( x ) при­ни­ма­ет наи­мень­шее зна­че­ние?",1,44,не выполнено ранее,content,Применение производной к исследованию функций
27501,8,"[IMAGE: /get_file?id=109601]  На ри­сун­ке изоб­ра­жен гра­фик про­из­вод­ной функ­ции  f(x) , опре­де­лен­ной на ин­тер­ва­ле (−10; 2). Най­ди­те ко­ли­че­ство точек, в ко­то­рых ка­са­тель­ная к гра­фи­ку функ­ции  f(x)  па­рал­лель­на пря­мой  y  = −2 x  − 11 или сов­па­да­ет с ней.",1,43,не выполнено ранее,content,"Геометрический смысл производной, касательная"
27503,8,[IMAGE: /get_file?id=109646]  На ри­сун­ке изоб­ражён гра­фик функ­ции  [IMAGE: y = f левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка ]  и ка­са­тель­ная к нему в точке с абс­цис­сой  x 0 . Най­ди­те зна­че­ние про­из­вод­ной функ­ции  f ( x ) в точке  x 0 .,1,43,не выполнено ранее,content,"Геометрический смысл производной, касательная"
27582,1,"[IMAGE: /get_file?id=113306]  Най­ди­те пло­щадь квад­ра­та, если его диа­го­наль равна 1.",1,4,не выполнено ранее,content,Параллелограммы
27591,1,"[IMAGE: /get_file?id=110216] Най­ди­те пло­щадь тре­уголь­ни­ка, две сто­ро­ны ко­то­ро­го равны 8 и 12, а угол между ними равен 30°.",3,3,низкий прогресс по теме,content,Треугольники общего вида
27601,1,"[IMAGE: /get_file?id=113140]  Пло­щадь пря­мо­уголь­ни­ка равна 18. Най­ди­те его боль­шую сто­ро­ну, если она на 3 боль­ше мень­шей сто­ро­ны.",1,4,не выполнено ранее,content,Параллелограммы
27603,1,"[IMAGE: /get_file?id=113141]  Най­ди­те пе­ри­метр пря­мо­уголь­ни­ка, если его пло­щадь равна 18, а от­но­ше­ние со­сед­них сто­рон равно 1:2.",1,4,не выполнено ранее,content,Параллелограммы
27604,1,"[IMAGE: /get_file?id=113142] Пе­ри­метр пря­мо­уголь­ни­ка равен 42, а пло­щадь 98. Най­ди­те боль­шую сто­ро­ну пря­мо­уголь­ни­ка.",1,4,не выполнено ранее,content,Параллелограммы
27623,1,"[IMAGE: /get_file?id=144288] У тре­уголь­ни­ка со сто­ро­на­ми 9 и 6 про­ве­де­ны вы­со­ты к этим сто­ро­нам. Вы­со­та, про­ве­ден­ная к пер­вой сто­ро­не, равна 4. Чему равна вы­со­та, про­ве­ден­ная ко вто­рой сто­ро­не?",3,3,низкий прогресс по теме,content,Треугольники общего вида
27624,1,"[IMAGE: /get_file?id=113272] Пе­ри­метр тре­уголь­ни­ка равен 12, а ра­ди­ус впи­сан­ной окруж­но­сти равен 1. Най­ди­те пло­щадь этого тре­уголь­ни­ка.",1,8,не выполнено ранее,content,Вписанные окружности
27625,1,"[IMAGE: /get_file?id=113273] Пло­щадь тре­уголь­ни­ка равна 24, а ра­ди­ус впи­сан­ной окруж­но­сти равен 2. Най­ди­те пе­ри­метр этого тре­уголь­ни­ка.",1,8,не выполнено ранее,content,Вписанные окружности
27640,1,"[IMAGE: /get_file?id=113275] Около окруж­но­сти, ра­ди­ус ко­то­рой равен 3, опи­сан мно­го­уголь­ник, пе­ри­метр ко­то­ро­го равен 20. Най­ди­те его пло­щадь.",1,8,не выполнено ранее,content,Вписанные окружности
27663,2,Най­ди­те длину век­то­ра  [IMAGE: \overset\to \mathopa] (6; 8).,1,10,не выполнено ранее,content,Векторы и операции с ними
27664,2,[IMAGE: /get_file?id=164993] Най­ди­те квад­рат длины век­то­ра  [IMAGE: \overset\to \mathopAB.],1,10,не выполнено ранее,content,Векторы и операции с ними
27707,2,[IMAGE: /get_file?id=143409] Две сто­ро­ны пря­мо­уголь­ни­ка  ABCD  равны 6 и 8. Най­ди­те длину век­то­ра  [IMAGE: \overrightarrowAC.],1,10,не выполнено ранее,content,Векторы и операции с ними
27708,2,[IMAGE: /get_file?id=143410] Две сто­ро­ны пря­мо­уголь­ни­ка  ABCD  равны 6 и 8. Най­ди­те длину суммы век­то­ров  [IMAGE: \overrightarrowAB]  и  [IMAGE: \overrightarrowAD.],1,10,не выполнено ранее,content,Векторы и операции с ними
27709,2,[IMAGE: /get_file?id=143410] Две сто­ро­ны пря­мо­уголь­ни­ка  ABCD  равны 6 и 8. Най­ди­те длину раз­но­сти век­то­ров  [IMAGE: \overrightarrowAB]  и  [IMAGE: \overrightarrowAD.],1,10,не выполнено ранее,content,Векторы и операции с ними
27857,1,"[IMAGE: /get_file?id=138356] Чему равен ост­рый впи­сан­ный угол, опи­ра­ю­щий­ся на хорду, рав­ную ра­ди­у­су окруж­но­сти? Ответ дайте в гра­ду­сах.",1,6,не выполнено ранее,content,Центральные и вписанные углы
27858,1,"[IMAGE: /get_file?id=138500]  Най­ди­те хорду, на ко­то­рую опи­ра­ет­ся угол 30°, впи­сан­ный в окруж­ность ра­ди­у­са 3.",1,7,не выполнено ранее,content,"Касательная, хорда, секущая"
27859,1,"[IMAGE: /get_file?id=138359] Чему равен тупой впи­сан­ный угол, опи­ра­ю­щий­ся на хорду, рав­ную ра­ди­у­су окруж­но­сти? Ответ дайте в гра­ду­сах.",1,6,не выполнено ранее,content,Центральные и вписанные углы
27862,1,"[IMAGE: /get_file?id=138502] Най­ди­те хорду, на ко­то­рую опи­ра­ет­ся угол 120°, впи­сан­ный в окруж­ность ра­ди­у­са  [IMAGE:  ко­рень из: на­ча­ло ар­гу­мен­та: 3 конец ар­гу­мен­та .]",1,7,не выполнено ранее,content,"Касательная, хорда, секущая"
27863,1,"[IMAGE: /get_file?id=182089] Цен­траль­ный угол на 36° боль­ше остро­го впи­сан­но­го угла, опи­ра­ю­ще­го­ся на ту же дугу окруж­но­сти. Най­ди­те впи­сан­ный угол. Ответ дайте в гра­ду­сах.",1,6,не выполнено ранее,content,Центральные и вписанные углы
27867,1,"[IMAGE: /get_file?id=138504] Хорда  AB  делит окруж­ность на две части, гра­дус­ные ве­ли­чи­ны ко­то­рых от­но­сят­ся как 5:7. Под каким углом видна эта хорда из точки  C , при­над­ле­жа­щей мень­шей дуге окруж­но­сти? Ответ дайте в гра­ду­сах.",1,7,не выполнено ранее,content,"Касательная, хорда, секущая"
27871,1,"[IMAGE: /get_file?id=138531] Угол  A  че­ты­рех­уголь­ни­ка  ABCD , впи­сан­но­го в окруж­ность, равен 58°. Най­ди­те угол  C  этого че­ты­рех­уголь­ни­ка. Ответ дайте в гра­ду­сах.",1,9,низкий прогресс по теме,content,Описанные окружности
27872,1,"[IMAGE: /get_file?id=138531] Сто­ро­ны че­ты­рех­уголь­ни­ка  ABCD   AB ,  BC ,  CD  и  AD  стя­ги­ва­ют дуги опи­сан­ной окруж­но­сти, гра­дус­ные ве­ли­чи­ны ко­то­рых равны со­от­вет­ствен­но  [IMAGE: 95 гра­ду­сов,]   [IMAGE: 49 гра­ду­сов,]   [IMAGE: 71 гра­ду­сов,]   [IMAGE: 145 гра­ду­сов.]  Най­ди­те угол  B  этого че­ты­рех­уголь­ни­ка. Ответ дайте в гра­ду­сах.",1,9,низкий прогресс по теме,content,Описанные окружности
27873,1,"[IMAGE: /get_file?id=138531] Точки  A ,  B ,  C ,  D , рас­по­ло­жен­ные на окруж­но­сти, делят эту окруж­ность на че­ты­ре дуги  AB ,  BC ,  CD  и  AD , гра­дус­ные ве­ли­чи­ны ко­то­рых от­но­сят­ся со­от­вет­ствен­но как 4 : 2 : 3 : 6. Най­ди­те угол  A  че­ты­рех­уголь­ни­ка  ABCD . Ответ дайте в гра­ду­сах.",1,9,низкий прогресс по теме,content,Описанные окружности
27875,1,"[IMAGE: /get_file?id=138537] Че­ты­рех­уголь­ник  ABCD  впи­сан в окруж­ность. Угол  ABD  равен 75°, угол  CAD  равен 35°. Най­ди­те угол  ABC . Ответ дайте в гра­ду­сах.",1,9,низкий прогресс по теме,content,Описанные окружности
27877,1,"[IMAGE: /get_file?id=138505] Хорда  AB  стя­ги­ва­ет дугу окруж­но­сти в 92°. Най­ди­те угол  ABC  между этой хор­дой и ка­са­тель­ной к окруж­но­сти, про­ве­ден­ной через точку  B . Ответ дайте в гра­ду­сах.",1,7,не выполнено ранее,content,"Касательная, хорда, секущая"
27878,1,[IMAGE: /get_file?id=138506] Через концы  А  и  В  дуги окруж­но­сти с цен­тром  О  про­ве­де­ны ка­са­тель­ные  АС  и  ВС . Угол  СAB  равен 32°. Най­ди­те угол  AОB . Ответ дайте в гра­ду­сах.,1,7,не выполнено ранее,content,"Касательная, хорда, секущая"
27907,1,"[IMAGE: /get_file?id=113450]  Най­ди­те ра­ди­ус окруж­но­сти, впи­сан­ной в пра­виль­ный тре­уголь­ник, вы­со­та ко­то­ро­го равна 6.",1,8,не выполнено ранее,content,Вписанные окружности
27908,1,"[IMAGE: /get_file?id=113449]  Ра­ди­ус окруж­но­сти, впи­сан­ной в пра­виль­ный тре­уголь­ник, равен 6. Най­ди­те вы­со­ту этого тре­уголь­ни­ка.",1,8,не выполнено ранее,content,Вписанные окружности
27953,9,"При тем­пе­ра­ту­ре  [IMAGE: 0 гра­ду­сов C]  рельс имеет длину  [IMAGE: l_0 =10]  м. При воз­рас­та­нии тем­пе­ра­ту­ры про­ис­хо­дит теп­ло­вое рас­ши­ре­ние рель­са, и его длина, вы­ра­жен­ная в мет­рах, ме­ня­ет­ся по за­ко­ну   [IMAGE: l левая круг­лая скоб­ка t гра­ду­сов пра­вая круг­лая скоб­ка = l_0 левая круг­лая скоб­ка 1 плюс альфа умно­жить на t гра­ду­сов пра­вая круг­лая скоб­ка ,]  где  [IMAGE:  альфа = 1,2 умно­жить на 10 в сте­пе­ни левая круг­лая скоб­ка минус 5 пра­вая круг­лая скоб­ка левая круг­лая скоб­ка гра­ду­сов C пра­вая круг­лая скоб­ка в сте­пе­ни левая круг­лая скоб­ка минус 1 пра­вая круг­лая скоб­ка ]   — ко­эф­фи­ци­ент теп­ло­во­го рас­ши­ре­ния,  [IMAGE: t гра­ду­сов ]   — тем­пе­ра­ту­ра (в гра­ду­сах Цель­сия). При какой тем­пе­ра­ту­ре рельс удли­нит­ся на 3 мм? Ответ вы­ра­зи­те в гра­ду­сах Цель­сия.",3,46,не выполнено ранее,content,Линейные уравнения и неравенства
27954,9,"Не­ко­то­рая ком­па­ния про­да­ет свою про­дук­цию по цене  [IMAGE: p=500]  руб. за еди­ни­цу, пе­ре­мен­ные за­тра­ты на про­из­вод­ство одной еди­ни­цы про­дук­ции со­став­ля­ют  [IMAGE:  v =300]  руб., по­сто­ян­ные рас­хо­ды пред­при­я­тия  [IMAGE: f=700000]  руб. в месяц. Ме­сяч­ная опе­ра­ци­он­ная при­быль пред­при­я­тия (в руб­лях) вы­чис­ля­ет­ся по фор­му­ле  [IMAGE:  Пи левая круг­лая скоб­ка q пра­вая круг­лая скоб­ка =q левая круг­лая скоб­ка p минус v пра­вая круг­лая скоб­ка минус f.]  Опре­де­ли­те ме­сяч­ный объeм про­из­вод­ства   q  (еди­ниц про­дук­ции), при ко­то­ром ме­сяч­ная опе­ра­ци­он­ная при­быль пред­при­я­тия будет равна 300000 руб.",3,46,не выполнено ранее,content,Линейные уравнения и неравенства
27955,9,"После дождя уро­вень воды в ко­лод­це может по­вы­сить­ся. Маль­чик из­ме­ря­ет время  t  па­де­ния не­боль­ших ка­меш­ков в ко­ло­дец и рас­счи­ты­ва­ет рас­сто­я­ние до воды по фор­му­ле   [IMAGE: h=5t в квад­ра­те ,]  где  h  − рас­сто­я­ние в мет­рах,  t  − время па­де­ния в се­кун­дах. До дождя время па­де­ния ка­меш­ков со­став­ля­ло 0,6 с. На сколь­ко дол­жен под­нять­ся уро­вень воды после дождя, чтобы из­ме­ря­е­мое время из­ме­ни­лось на 0,2 с? Ответ вы­ра­зи­те в мет­рах.",3,47,не выполнено ранее,content,Квадратные и степенные уравнения и неравенства
27956,9,"За­ви­си­мость объeма спро­са  q  (еди­ниц в месяц) на про­дук­цию пред­при­я­тия  — мо­но­по­ли­ста от цены  p  (тыс. руб.) задаeтся фор­му­лой   [IMAGE: q=100 минус 10p.]  Вы­руч­ка пред­при­я­тия за месяц  r  (в тыс. руб.) вы­чис­ля­ет­ся по фор­му­ле  [IMAGE: r левая круг­лая скоб­ка p пра­вая круг­лая скоб­ка =q умно­жить на p.]  Опре­де­ли­те наи­боль­шую цену  p , при ко­то­рой ме­сяч­ная вы­руч­ка  [IMAGE: r левая круг­лая скоб­ка p пра­вая круг­лая скоб­ка ]  со­ста­вит не менее 240 тыс. руб. Ответ при­ве­ди­те в тыс. руб.",3,47,не выполнено ранее,content,Квадратные и степенные уравнения и неравенства
27957,9,"Вы­со­та над землeй под­бро­шен­но­го вверх мяча ме­ня­ет­ся по за­ко­ну   [IMAGE: h левая круг­лая скоб­ка t пра­вая круг­лая скоб­ка =1,6 плюс 8t минус 5t в квад­ра­те ,]  где  h  − вы­со­та в мет­рах,  t  − время в се­кун­дах, про­шед­шее с мо­мен­та брос­ка. Сколь­ко се­кунд мяч будет на­хо­дить­ся на вы­со­те не  менее трeх мет­ров?",3,47,не выполнено ранее,content,Квадратные и степенные уравнения и неравенства
27958,9,"Если до­ста­точ­но быст­ро вра­щать ведeрко с водой на верeвке в вер­ти­каль­ной плос­ко­сти, то вода не будет вы­ли­вать­ся. При вра­ще­нии ведeрка сила дав­ле­ния воды на дно не остаeтся по­сто­ян­ной: она мак­си­маль­на в ниж­ней точке и ми­ни­маль­на в верх­ней. Вода не будет вы­ли­вать­ся, если сила еe дав­ле­ния на дно будет по­ло­жи­тель­ной во всех точ­ках тра­ек­то­рии кроме верх­ней, где она может быть рав­ной нулю. В верх­ней точке сила дав­ле­ния, вы­ра­жен­ная в нью­то­нах, равна   [IMAGE: P= m левая круг­лая скоб­ка дробь: чис­ли­тель: v в квад­ра­те , зна­ме­на­тель: L конец дроби минус g пра­вая круг­лая скоб­ка , ]  где  m  − масса воды в ки­ло­грам­мах,  [IMAGE:  v ]   ско­рость дви­же­ния ведeрка в м/с,  L  − длина верeвки в мет­рах,  g  − уско­ре­ние сво­бод­но­го па­де­ния (счи­тай­те   [IMAGE: g=10]  м/с [IMAGE:  в квад­ра­те ] ). С какой наи­мень­шей ско­ро­стью надо вра­щать ведeрко, чтобы вода не вы­ли­ва­лась, если длина верeвки равна 40 см? Ответ вы­ра­зи­те в м/с.",3,47,не выполнено ранее,content,Квадратные и степенные уравнения и неравенства
27959,9,"В бо­ко­вой стен­ке вы­со­ко­го ци­лин­дри­че­ско­го бака у са­мо­го дна за­креплeн кран. После его от­кры­тия вода на­чи­на­ет вы­те­кать из бака, при этом вы­со­та стол­ба воды в нeм, вы­ра­жен­ная в мет­рах, ме­ня­ет­ся по за­ко­ну   [IMAGE: H левая круг­лая скоб­ка t пра­вая круг­лая скоб­ка = H_0 минус ко­рень из: на­ча­ло ар­гу­мен­та: 2gH_0 конец ар­гу­мен­та kt плюс дробь: чис­ли­тель: g, зна­ме­на­тель: 2 конец дроби k в квад­ра­те t в квад­ра­те , ]  где   t  − время в се­кун­дах, про­шед­шее с мо­мен­та от­кры­тия крана,  [IMAGE: H_0=20]  − на­чаль­ная вы­со­та стол­ба воды,  [IMAGE: k = дробь: чис­ли­тель: 1, зна­ме­на­тель: 50 конец дроби ]  − от­но­ше­ние пло­ща­дей по­пе­реч­ных се­че­ний крана и бака, а  g  − уско­ре­ние сво­бод­но­го па­де­ния (счи­тай­те  [IMAGE: g=10]  м/с [IMAGE:  в квад­ра­те ] ). Через сколь­ко се­кунд после от­кры­тия крана в баке оста­нет­ся чет­верть пер­во­на­чаль­но­го объeма воды?",3,47,не выполнено ранее,content,Квадратные и степенные уравнения и неравенства
27970,9,"Для по­лу­че­ния на экра­не уве­ли­чен­но­го изоб­ра­же­ния лам­поч­ки в ла­бо­ра­то­рии ис­поль­зу­ет­ся со­би­ра­ю­щая линза с глав­ным фо­кус­ным рас­сто­я­ни­ем  [IMAGE: f = 30]  см. Рас­сто­я­ние  [IMAGE: d_1]  от линзы до лам­поч­ки может из­ме­нять­ся в пре­де­лах от 30 до 50 см, а рас­сто­я­ние  [IMAGE: d_2]  от линзы до экра­на  — в пре­де­лах от 150 до 180 см. Изоб­ра­же­ние на экра­не будет чет­ким, если вы­пол­не­но со­от­но­ше­ние   [IMAGE:  дробь: чис­ли­тель: 1, зна­ме­на­тель: d_1 конец дроби плюс дробь: чис­ли­тель: 1, зна­ме­на­тель: d_2 конец дроби = дробь: чис­ли­тель: 1, зна­ме­на­тель: f конец дроби . ]  Ука­жи­те, на каком наи­мень­шем рас­сто­я­нии от линзы можно по­ме­стить лам­поч­ку, чтобы еe изоб­ра­же­ние на экра­не было чeтким. Ответ вы­ра­зи­те в сан­ти­мет­рах.",3,48,не выполнено ранее,content,Рациональные уравнения и неравенства
27971,9,"Перед от­прав­кой теп­ло­воз издал гудок с ча­сто­той  [IMAGE: f_0 = 440]  Гц. Чуть позже издал гудок подъ­ез­жа­ю­щий к плат­фор­ме теп­ло­воз. Из-за эф­фек­та До­пле­ра ча­сто­та вто­ро­го гудка  f  боль­ше пер­во­го: она за­ви­сит от ско­ро­сти теп­ло­во­за по за­ко­ну  [IMAGE: f левая круг­лая скоб­ка v пра­вая круг­лая скоб­ка = дробь: чис­ли­тель: f_0 , зна­ме­на­тель: 1 минус дробь: чис­ли­тель: v , зна­ме­на­тель: c конец дроби конец дроби ]  (Гц), где  c  − ско­рость звука (в м/с). Че­ло­век, сто­я­щий на плат­фор­ме, раз­ли­ча­ет сиг­на­лы по тону, если они от­ли­ча­ют­ся не менее чем на 10 Гц. Опре­де­ли­те, с какой ми­ни­маль­ной ско­ро­стью при­бли­жал­ся к плат­фор­ме теп­ло­воз, если че­ло­век смог раз­ли­чить сиг­на­лы, а  [IMAGE: c = 315]  м/с. Ответ вы­ра­зи­те в м/с.",3,48,не выполнено ранее,content,Рациональные уравнения и неравенства
27972,9,"По за­ко­ну Ома для пол­ной цепи сила тока, из­ме­ря­е­мая в ам­пе­рах, равна  [IMAGE: I = дробь: чис­ли­тель: \varepsilon , зна­ме­на­тель: R плюс r конец дроби , ]  где  [IMAGE: \varepsilon ]  − ЭДС ис­точ­ни­ка (в воль­тах),  [IMAGE: r = 1]  Ом  — его внут­рен­нее со­про­тив­ле­ние,  R  − со­про­тив­ле­ние цепи (в омах). При каком наи­мень­шем со­про­тив­ле­нии цепи сила тока будет со­став­лять не более  [IMAGE: 20\%]  от силы тока ко­рот­ко­го за­мы­ка­ния  [IMAGE: I_кз = дробь: чис­ли­тель: \varepsilon , зна­ме­на­тель: r конец дроби ]  ? (Ответ вы­ра­зи­те в омах.)",3,48,не выполнено ранее,content,Рациональные уравнения и неравенства
27973,9,"Сила тока в цепи   I  (в ам­пе­рах) опре­де­ля­ет­ся на­пря­же­ни­ем в цепи и со­про­тив­ле­ни­ем элек­тро­при­бо­ра по за­ко­ну Ома:   [IMAGE: I = дробь: чис­ли­тель: U, зна­ме­на­тель: R конец дроби , ]  где  U  − на­пря­же­ние в воль­тах,  R  − со­про­тив­ле­ние элек­тро­при­бо­ра в омах. В элек­тро­сеть включeн предо­хра­ни­тель, ко­то­рый пла­вит­ся, если сила тока пре­вы­ша­ет 4 А. Опре­де­ли­те, какое ми­ни­маль­ное со­про­тив­ле­ние долж­но быть у элек­тро­при­бо­ра, под­клю­ча­е­мо­го к ро­зет­ке в  220 вольт, чтобы сеть про­дол­жа­ла ра­бо­тать. Ответ вы­ра­зи­те в омах.",3,48,не выполнено ранее,content,Рациональные уравнения и неравенства
27974,9,"Ам­пли­ту­да ко­ле­ба­ний ма­ят­ни­ка за­ви­сит от ча­сто­ты вы­нуж­да­ю­щей силы и опре­де­ля­ет­ся по фор­му­ле   [IMAGE: A левая круг­лая скоб­ка \omega пра­вая круг­лая скоб­ка = дробь: чис­ли­тель: A_0 \omega _p в квад­ра­те , зна­ме­на­тель: |\omega_p в квад­ра­те минус \omega в квад­ра­те | конец дроби , ]  где   [IMAGE: \omega ]  − ча­сто­та вы­нуж­да­ю­щей силы (в  [IMAGE: c в сте­пе­ни левая круг­лая скоб­ка минус 1 пра­вая круг­лая скоб­ка ] ),   [IMAGE: A_0 ]  − по­сто­ян­ный па­ра­метр,  [IMAGE: \omega_p = 360c в сте­пе­ни левая круг­лая скоб­ка минус 1 пра­вая круг­лая скоб­ка ]  − ре­зо­нанс­ная ча­сто­та. Най­ди­те мак­си­маль­ную ча­сто­ту   [IMAGE: \omega ,]  мень­шую ре­зо­нанс­ной, для ко­то­рой ам­пли­ту­да ко­ле­ба­ний пре­вос­хо­дит ве­ли­чи­ну  [IMAGE: A_0 ]  не более чем на  [IMAGE: 12,5\%.]  Ответ вы­ра­зи­те в  [IMAGE: c в сте­пе­ни левая круг­лая скоб­ка минус 1 пра­вая круг­лая скоб­ка .]",3,48,не выполнено ранее,content,Рациональные уравнения и неравенства
27982,9,"Ав­то­мо­биль раз­го­ня­ет­ся на пря­мо­ли­ней­ном участ­ке шоссе с по­сто­ян­ным уско­ре­ни­ем   a  км/ч 2 . Ско­рость   вы­чис­ля­ет­ся по фор­му­ле  [IMAGE:  v = ко­рень из: на­ча­ло ар­гу­мен­та: 2la конец ар­гу­мен­та ]  , где   l   — прой­ден­ный ав­то­мо­би­лем путь. Най­ди­те уско­ре­ние, с ко­то­рым дол­жен дви­гать­ся ав­то­мо­биль, чтобы, про­ехав один ки­ло­метр, при­об­ре­сти ско­рость 100 км/ч. Ответ вы­ра­зи­те в км/ч 2  .",3,49,не выполнено ранее,content,Иррациональные уравнения и неравенства
27983,9,"При дви­же­нии ра­ке­ты еe ви­ди­мая для не­по­движ­но­го на­блю­да­те­ля длина, из­ме­ря­е­мая в мет­рах, со­кра­ща­ет­ся по за­ко­ну  [IMAGE: l = l_0 ко­рень из: на­ча­ло ар­гу­мен­та: 1 минус дробь: чис­ли­тель: v в квад­ра­те конец ар­гу­мен­та , зна­ме­на­тель: c в квад­ра­те конец дроби , ]  где  [IMAGE: l_0 = 5]  м  — длина по­ко­я­щей­ся ра­ке­ты,  [IMAGE: c = 3 умно­жить на 10 в сте­пе­ни 5 ]  км/с  — ско­рость света, а  [IMAGE:  v ]  − ско­рость ра­ке­ты (в км/с). Ка­ко­ва долж­на быть ми­ни­маль­ная ско­рость ра­ке­ты, чтобы еe на­блю­да­е­мая длина стала не более 4 м? Ответ вы­ра­зи­те в км/с.",3,49,не выполнено ранее,content,Иррациональные уравнения и неравенства
27984,9,"На­блю­да­тель на­хо­дит­ся на вы­со­те   h , вы­ра­жен­ной в мет­рах. Рас­сто­я­ние от на­блю­да­те­ля до на­блю­да­е­мой им линии го­ри­зон­та, вы­ра­жен­ное в ки­ло­мет­рах, вы­чис­ля­ет­ся по фор­му­ле   [IMAGE: l = ко­рень из: на­ча­ло ар­гу­мен­та: дробь: чис­ли­тель: Rh, зна­ме­на­тель: 500 конец дроби конец ар­гу­мен­та , ]  где  [IMAGE: R = 6400]   км  — ра­ди­ус Земли. С какой вы­со­ты го­ри­зонт виден на рас­сто­я­нии 4 ки­ло­мет­ров? Ответ вы­ра­зи­те в мет­рах.",3,49,не выполнено ранее,content,Иррациональные уравнения и неравенства
